corpusid,authors,publicationvenueid,year
214719904,"[{'authorId': '2144011464', 'url': 'https://www.semanticscholar.org/author/2144011464', 'name': 'Jie Zheng', 'affiliations': [], 'homepage': None, 'paperCount': 11, 'citationCount': 67, 'hIndex': 5}, {'authorId': '147639590', 'url': 'https://www.semanticscholar.org/author/147639590', 'name': 'M. Zhu', 'affiliations': [], 'homepage': None, 'paperCount': 10, 'citationCount': 100, 'hIndex': 4}, {'authorId': '2110920673', 'url': 'https://www.semanticscholar.org/author/2110920673', 'name': 'F. Wu', 'affiliations': [], 'homepage': None, 'paperCount': 27, 'citationCount': 187, 'hIndex': 8}, {'authorId': '2064621796', 'url': 'https://www.semanticscholar.org/author/2064621796', 'name': 'Bin Kang', 'affiliations': [], 'homepage': None, 'paperCount': 11, 'citationCount': 184, 'hIndex': 5}, {'authorId': '49174402', 'url': 'https://www.semanticscholar.org/author/49174402', 'name': 'Ji Liang', 'affiliations': [], 'homepage': None, 'paperCount': 9, 'citationCount': 79, 'hIndex': 4}, {'authorId': '6643277', 'url': 'https://www.semanticscholar.org/author/6643277', 'name': 'F. Heskia', 'affiliations': [], 'homepage': None, 'paperCount': 13, 'citationCount': 200, 'hIndex': 6}, {'authorId': '40147419', 'url': 'https://www.semanticscholar.org/author/40147419', 'name': 'Y. Shan', 'affiliations': [], 'homepage': None, 'paperCount': 88, 'citationCount': 1080, 'hIndex': 17}, {'authorId': '2144523143', 'url': 'https://www.semanticscholar.org/author/2144523143', 'name': 'Xinxin Zhang', 'affiliations': [], 'homepage': None, 'paperCount': 6, 'citationCount': 40, 'hIndex': 3}]",15a12adf-61c6-4c5f-9edc-675b2ee2f6e2,2020
231594020,"[{'authorId': '5821322', 'url': 'https://www.semanticscholar.org/author/5821322', 'name': 'Young‐Lan Park', 'affiliations': [], 'homepage': None, 'paperCount': 49, 'citationCount': 661, 'hIndex': 16}, {'authorId': '49331449', 'url': 'https://www.semanticscholar.org/author/49331449', 'name': 'Jung-Ho Choi', 'affiliations': [], 'homepage': None, 'paperCount': 5, 'citationCount': 37, 'hIndex': 4}, {'authorId': '1849711', 'url': 'https://www.semanticscholar.org/author/1849711', 'name': 'Sun-Young Park', 'affiliations': [], 'homepage': None, 'paperCount': 270, 'citationCount': 3857, 'hIndex': 29}, {'authorId': '5670466', 'url': 'https://www.semanticscholar.org/author/5670466', 'name': 'Hyung-Hoon Oh', 'affiliations': [], 'homepage': None, 'paperCount': 28, 'citationCount': 231, 'hIndex': 9}, {'authorId': '2145183864', 'url': 'https://www.semanticscholar.org/author/2145183864', 'name': 'Dong-Ho Kim', 'affiliations': [], 'homepage': None, 'paperCount': 14, 'citationCount': 2018, 'hIndex': 9}, {'authorId': '2067715386', 'url': 'https://www.semanticscholar.org/author/2067715386', 'name': 'Yoon-Jin Seo', 'affiliations': [], 'homepage': None, 'paperCount': 3, 'citationCount': 4, 'hIndex': 1}, {'authorId': '2046665012', 'url': 'https://www.semanticscholar.org/author/2046665012', 'name': 'Jae-Kyoung So', 'affiliations': [], 'homepage': None, 'paperCount': 3, 'citationCount': 5, 'hIndex': 1}, {'authorId': '35440105', 'url': 'https://www.semanticscholar.org/author/35440105', 'name': 'Kaeun Song', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 4, 'hIndex': 1}, {'authorId': '2098812286', 'url': 'https://www.semanticscholar.org/author/2098812286', 'name': 'Min-Seok Cho', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 4, 'hIndex': 1}, {'authorId': '39557418', 'url': 'https://www.semanticscholar.org/author/39557418', 'name': 'M. Chung', 'affiliations': [], 'homepage': None, 'paperCount': 16, 'citationCount': 116, 'hIndex': 7}, {'authorId': '6445056', 'url': 'https://www.semanticscholar.org/author/6445056', 'name': 'Ji-Yun Hong', 'affiliations': [], 'homepage': None, 'paperCount': 22, 'citationCount': 155, 'hIndex': 7}, {'authorId': '2111867438', 'url': 'https://www.semanticscholar.org/author/2111867438', 'name': 'Ki-Hyun Kim', 'affiliations': [], 'homepage': None, 'paperCount': 10, 'citationCount': 27, 'hIndex': 4}, {'authorId': '5363541', 'url': 'https://www.semanticscholar.org/author/5363541', 'name': 'E. Myung', 'affiliations': [], 'homepage': None, 'paperCount': 26, 'citationCount': 360, 'hIndex': 8}, {'authorId': '66840331', 'url': 'https://www.semanticscholar.org/author/66840331', 'name': 'D. Myung', 'affiliations': [], 'homepage': None, 'paperCount': 68, 'citationCount': 807, 'hIndex': 17}, {'authorId': '47955251', 'url': 'https://www.semanticscholar.org/author/47955251', 'name': 'Sung‐Bum Cho', 'affiliations': [], 'homepage': None, 'paperCount': 152, 'citationCount': 1756, 'hIndex': 24}, {'authorId': '114104456', 'url': 'https://www.semanticscholar.org/author/114104456', 'name': 'Wan-Sik Lee', 'affiliations': [], 'homepage': None, 'paperCount': 183, 'citationCount': 2762, 'hIndex': 31}, {'authorId': '50995491', 'url': 'https://www.semanticscholar.org/author/50995491', 'name': 'Daeho Park', 'affiliations': [], 'homepage': None, 'paperCount': 58, 'citationCount': 3194, 'hIndex': 16}, {'authorId': '51025199', 'url': 'https://www.semanticscholar.org/author/51025199', 'name': 'Y. Joo', 'affiliations': [], 'homepage': None, 'paperCount': 350, 'citationCount': 5377, 'hIndex': 38}]",219d1d7d-8f62-491d-86d9-1430b9d19c35,2020
140317321,"[{'authorId': '119959963', 'url': 'https://www.semanticscholar.org/author/119959963', 'name': 'Margiotta', 'affiliations': [], 'homepage': None, 'paperCount': 4, 'citationCount': 27, 'hIndex': 2}, {'authorId': '29977117', 'url': 'https://www.semanticscholar.org/author/29977117', 'name': 'Bucci', 'affiliations': [], 'homepage': None, 'paperCount': 7, 'citationCount': 108, 'hIndex': 4}]",51278f27-cfdd-4938-81e4-9d54ca7b3cd0,2019
59250436,"[{'authorId': '40557056', 'url': 'https://www.semanticscholar.org/author/40557056', 'name': 'J. Wan', 'affiliations': [], 'homepage': None, 'paperCount': 19, 'citationCount': 317, 'hIndex': 10}, {'authorId': '2112823534', 'url': 'https://www.semanticscholar.org/author/2112823534', 'name': 'Yuwen Cao', 'affiliations': [], 'homepage': None, 'paperCount': 12, 'citationCount': 59, 'hIndex': 5}, {'authorId': '32557707', 'url': 'https://www.semanticscholar.org/author/32557707', 'name': 'M. Abdelaziz', 'affiliations': [], 'homepage': None, 'paperCount': 13, 'citationCount': 172, 'hIndex': 5}, {'authorId': '1597743965', 'url': 'https://www.semanticscholar.org/author/1597743965', 'name': 'Lan Huang', 'affiliations': [], 'homepage': None, 'paperCount': 12, 'citationCount': 246, 'hIndex': 9}, {'authorId': '52174429', 'url': 'https://www.semanticscholar.org/author/52174429', 'name': 'D. Kesavan', 'affiliations': [], 'homepage': None, 'paperCount': 10, 'citationCount': 75, 'hIndex': 4}, {'authorId': '1834834', 'url': 'https://www.semanticscholar.org/author/1834834', 'name': 'Z. Su', 'affiliations': [], 'homepage': None, 'paperCount': 163, 'citationCount': 5652, 'hIndex': 32}, {'authorId': '2500395', 'url': 'https://www.semanticscholar.org/author/2500395', 'name': 'Shengjun Wang', 'affiliations': [], 'homepage': None, 'paperCount': 235, 'citationCount': 6242, 'hIndex': 42}, {'authorId': '49507099', 'url': 'https://www.semanticscholar.org/author/49507099', 'name': 'Huaxi Xu', 'affiliations': [], 'homepage': None, 'paperCount': 448, 'citationCount': 23889, 'hIndex': 80}]",b57dc872-5fe7-4ced-aa7d-c25e6425a7de,2019
150798397,"[{'authorId': '145865732', 'url': 'https://www.semanticscholar.org/author/145865732', 'name': 'Michael A. Hansen', 'affiliations': [], 'homepage': None, 'paperCount': 30, 'citationCount': 150, 'hIndex': 8}, {'authorId': '10024868', 'url': 'https://www.semanticscholar.org/author/10024868', 'name': 'Agustín Goenaga', 'affiliations': [], 'homepage': None, 'paperCount': 12, 'citationCount': 69, 'hIndex': 2}]",e57388b1-2c6e-46ed-b693-50e2334732d3,2019
216504823,"[{'authorId': '14104787', 'url': 'https://www.semanticscholar.org/author/14104787', 'name': 'T. Krahl', 'affiliations': [], 'homepage': None, 'paperCount': 32, 'citationCount': 566, 'hIndex': 15}, {'authorId': '2053829155', 'url': 'https://www.semanticscholar.org/author/2053829155', 'name': 'F. Beer', 'affiliations': [], 'homepage': None, 'paperCount': 3, 'citationCount': 56, 'hIndex': 2}, {'authorId': '1658881332', 'url': 'https://www.semanticscholar.org/author/1658881332', 'name': 'Alexander Relling', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 2, 'hIndex': 1}, {'authorId': '12707192', 'url': 'https://www.semanticscholar.org/author/12707192', 'name': 'K. Gawlitza', 'affiliations': [], 'homepage': None, 'paperCount': 53, 'citationCount': 543, 'hIndex': 14}, {'authorId': '6696490', 'url': 'https://www.semanticscholar.org/author/6696490', 'name': 'K. Rurack', 'affiliations': [], 'homepage': None, 'paperCount': 210, 'citationCount': 9310, 'hIndex': 47}, {'authorId': '5850230', 'url': 'https://www.semanticscholar.org/author/5850230', 'name': 'E. Kemnitz', 'affiliations': [], 'homepage': None, 'paperCount': 580, 'citationCount': 9832, 'hIndex': 46}]",cacd58bd-5a59-4e0a-aa58-1f6d6b994ee0,2020
27672896,"[{'authorId': '12352276', 'url': 'https://www.semanticscholar.org/author/12352276', 'name': 'Hui-lin Tao', 'affiliations': [], 'homepage': None, 'paperCount': 9, 'citationCount': 175, 'hIndex': 6}, {'authorId': '51114669', 'url': 'https://www.semanticscholar.org/author/51114669', 'name': 'Xiufen Liao', 'affiliations': [], 'homepage': None, 'paperCount': 10, 'citationCount': 104, 'hIndex': 5}, {'authorId': '49018153', 'url': 'https://www.semanticscholar.org/author/49018153', 'name': 'Qingyi Wu', 'affiliations': [], 'homepage': None, 'paperCount': 4, 'citationCount': 26, 'hIndex': 3}, {'authorId': '145143212', 'url': 'https://www.semanticscholar.org/author/145143212', 'name': 'Xian Xie', 'affiliations': [], 'homepage': None, 'paperCount': 4, 'citationCount': 45, 'hIndex': 3}, {'authorId': '49057525', 'url': 'https://www.semanticscholar.org/author/49057525', 'name': 'F. Zhong', 'affiliations': [], 'homepage': None, 'paperCount': 10, 'citationCount': 149, 'hIndex': 7}, {'authorId': '6587084', 'url': 'https://www.semanticscholar.org/author/6587084', 'name': 'Zhongsheng Yi', 'affiliations': [], 'homepage': None, 'paperCount': 32, 'citationCount': 145, 'hIndex': 8}, {'authorId': '16075970', 'url': 'https://www.semanticscholar.org/author/16075970', 'name': 'Meihong Qin', 'affiliations': [], 'homepage': None, 'paperCount': 4, 'citationCount': 186, 'hIndex': 4}, {'authorId': '50061908', 'url': 'https://www.semanticscholar.org/author/50061908', 'name': 'Zhenli Wu', 'affiliations': [], 'homepage': None, 'paperCount': 3, 'citationCount': 142, 'hIndex': 3}]",5bc5dd42-09ab-4ce7-bf5b-8355ee95577c,2016
24606907,"[{'authorId': '7196178', 'url': 'https://www.semanticscholar.org/author/7196178', 'name': 'Weijiang Guan', 'affiliations': [], 'homepage': None, 'paperCount': 49, 'citationCount': 882, 'hIndex': 14}, {'authorId': '47862750', 'url': 'https://www.semanticscholar.org/author/47862750', 'name': 'Wenjuan Zhou', 'affiliations': [], 'homepage': None, 'paperCount': 36, 'citationCount': 793, 'hIndex': 14}, {'authorId': '2122023692', 'url': 'https://www.semanticscholar.org/author/2122023692', 'name': 'Dongmei Han', 'affiliations': [], 'homepage': None, 'paperCount': 80, 'citationCount': 2840, 'hIndex': 28}, {'authorId': '47473830', 'url': 'https://www.semanticscholar.org/author/47473830', 'name': 'Mengchun Zhang', 'affiliations': [], 'homepage': None, 'paperCount': 6, 'citationCount': 50, 'hIndex': 2}, {'authorId': '2110141654', 'url': 'https://www.semanticscholar.org/author/2110141654', 'name': 'Chao Lu', 'affiliations': [], 'homepage': None, 'paperCount': 214, 'citationCount': 6565, 'hIndex': 43}, {'authorId': '66191038', 'url': 'https://www.semanticscholar.org/author/66191038', 'name': 'Jin‐Ming Lin', 'affiliations': [], 'homepage': None, 'paperCount': 402, 'citationCount': 12423, 'hIndex': 60}]",1954882c-493a-4098-abe4-fcd30f330157,2014
55824540,"[{'authorId': '3909899', 'url': 'https://www.semanticscholar.org/author/3909899', 'name': 'Penggang Li', 'affiliations': [], 'homepage': None, 'paperCount': 26, 'citationCount': 286, 'hIndex': 10}, {'authorId': '21060425', 'url': 'https://www.semanticscholar.org/author/21060425', 'name': 'Fengzhu Lv', 'affiliations': [], 'homepage': None, 'paperCount': 104, 'citationCount': 2018, 'hIndex': 25}, {'authorId': '12064456', 'url': 'https://www.semanticscholar.org/author/12064456', 'name': 'Zixian Xu', 'affiliations': [], 'homepage': None, 'paperCount': 7, 'citationCount': 59, 'hIndex': 3}, {'authorId': '5336069', 'url': 'https://www.semanticscholar.org/author/5336069', 'name': 'G. Qi', 'affiliations': [], 'homepage': None, 'paperCount': 40, 'citationCount': 3019, 'hIndex': 20}, {'authorId': '49890206', 'url': 'https://www.semanticscholar.org/author/49890206', 'name': 'Yihe Zhang', 'affiliations': [], 'homepage': None, 'paperCount': 571, 'citationCount': 25060, 'hIndex': 84}]",250bfd38-00d4-4635-9507-8838d79ebb72,2013
704350,"[{'authorId': '2108997640', 'url': 'https://www.semanticscholar.org/author/2108997640', 'name': 'Xianli Liu', 'affiliations': [], 'homepage': None, 'paperCount': 285, 'citationCount': 2637, 'hIndex': 24}, {'authorId': '5234340', 'url': 'https://www.semanticscholar.org/author/5234340', 'name': 'Jinqiu Jing', 'affiliations': [], 'homepage': None, 'paperCount': 4, 'citationCount': 87, 'hIndex': 2}, {'authorId': '47320006', 'url': 'https://www.semanticscholar.org/author/47320006', 'name': 'Shengfang Li', 'affiliations': [], 'homepage': None, 'paperCount': 44, 'citationCount': 933, 'hIndex': 17}, {'authorId': '151476144', 'url': 'https://www.semanticscholar.org/author/151476144', 'name': 'Guodong Zhang', 'affiliations': [], 'homepage': None, 'paperCount': 12, 'citationCount': 389, 'hIndex': 9}, {'authorId': '145190218', 'url': 'https://www.semanticscholar.org/author/145190218', 'name': 'Tao Zou', 'affiliations': [], 'homepage': None, 'paperCount': 89, 'citationCount': 2117, 'hIndex': 27}, {'authorId': '2077455155', 'url': 'https://www.semanticscholar.org/author/2077455155', 'name': 'Xianyou Xia', 'affiliations': [], 'homepage': None, 'paperCount': 5, 'citationCount': 116, 'hIndex': 3}, {'authorId': '2145031930', 'url': 'https://www.semanticscholar.org/author/2145031930', 'name': 'Weidong Huang', 'affiliations': [], 'homepage': None, 'paperCount': 10, 'citationCount': 241, 'hIndex': 8}]",4c8a81b0-9ddf-4e32-adfe-00fdbc9f9fcc,2012
22984400,"[{'authorId': '46394389', 'url': 'https://www.semanticscholar.org/author/46394389', 'name': 'Yang Wang', 'affiliations': [], 'homepage': None, 'paperCount': 89, 'citationCount': 2230, 'hIndex': 26}, {'authorId': '2507157', 'url': 'https://www.semanticscholar.org/author/2507157', 'name': 'Peihua Zhu', 'affiliations': [], 'homepage': None, 'paperCount': 81, 'citationCount': 1763, 'hIndex': 24}, {'authorId': '2054046207', 'url': 'https://www.semanticscholar.org/author/2054046207', 'name': 'Tian Tian', 'affiliations': [], 'homepage': None, 'paperCount': 9, 'citationCount': 137, 'hIndex': 6}, {'authorId': '145306410', 'url': 'https://www.semanticscholar.org/author/145306410', 'name': 'Jie Tang', 'affiliations': [], 'homepage': None, 'paperCount': 11, 'citationCount': 215, 'hIndex': 6}, {'authorId': '2153515756', 'url': 'https://www.semanticscholar.org/author/2153515756', 'name': 'Luona Wang', 'affiliations': [], 'homepage': None, 'paperCount': 16, 'citationCount': 734, 'hIndex': 13}, {'authorId': '2109687947', 'url': 'https://www.semanticscholar.org/author/2109687947', 'name': 'Xiao-Ya Hu', 'affiliations': [], 'homepage': None, 'paperCount': 2, 'citationCount': 22, 'hIndex': 1}]",15049b43-0af1-46bb-8a0b-83e5510cefa0,2011
9875256,"[{'authorId': '143924973', 'url': 'https://www.semanticscholar.org/author/143924973', 'name': 'G. Schubert', 'affiliations': [], 'homepage': None, 'paperCount': 115, 'citationCount': 1418, 'hIndex': 24}, {'authorId': '4538941', 'url': 'https://www.semanticscholar.org/author/4538941', 'name': 'S. Poli', 'affiliations': [], 'homepage': None, 'paperCount': 146, 'citationCount': 3425, 'hIndex': 35}, {'authorId': '4380208', 'url': 'https://www.semanticscholar.org/author/4380208', 'name': 'A. Mendelowitsch', 'affiliations': [], 'homepage': None, 'paperCount': 35, 'citationCount': 955, 'hIndex': 17}, {'authorId': '145960177', 'url': 'https://www.semanticscholar.org/author/145960177', 'name': 'L. Schilling', 'affiliations': [], 'homepage': None, 'paperCount': 133, 'citationCount': 5398, 'hIndex': 39}, {'authorId': '144701702', 'url': 'https://www.semanticscholar.org/author/144701702', 'name': 'C. Thomé', 'affiliations': [], 'homepage': None, 'paperCount': 350, 'citationCount': 6186, 'hIndex': 39}]",10aeaa7b-eb72-46ce-9823-168542246e83,2008
221716819,"[{'authorId': '2052404', 'url': 'https://www.semanticscholar.org/author/2052404', 'name': 'Clifford Kemp', 'affiliations': [], 'homepage': None, 'paperCount': 12, 'citationCount': 161, 'hIndex': 7}, {'authorId': '36476151', 'url': 'https://www.semanticscholar.org/author/36476151', 'name': 'Chad L. Calvert', 'affiliations': [], 'homepage': None, 'paperCount': 18, 'citationCount': 135, 'hIndex': 7}, {'authorId': '1725285', 'url': 'https://www.semanticscholar.org/author/1725285', 'name': 'T. Khoshgoftaar', 'affiliations': [], 'homepage': None, 'paperCount': 750, 'citationCount': 33607, 'hIndex': 75}]",9ec28b59-afd2-4d10-9a97-44d984123c30,2020
221917805,"[{'authorId': '1965932196', 'url': 'https://www.semanticscholar.org/author/1965932196', 'name': 'Guo Xuanzhen', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 2, 'hIndex': 1}, {'authorId': '31384550', 'url': 'https://www.semanticscholar.org/author/31384550', 'name': 'Pan Zulie', 'affiliations': [], 'homepage': None, 'paperCount': 7, 'citationCount': 28, 'hIndex': 2}, {'authorId': '9212473', 'url': 'https://www.semanticscholar.org/author/9212473', 'name': 'Chen Yuanchao', 'affiliations': [], 'homepage': None, 'paperCount': 7, 'citationCount': 6, 'hIndex': 2}]",,2020
198964698,"[{'authorId': '1405711517', 'url': 'https://www.semanticscholar.org/author/1405711517', 'name': 'Félix Fernández-Peña', 'affiliations': [], 'homepage': None, 'paperCount': 16, 'citationCount': 33, 'hIndex': 3}, {'authorId': '1414844827', 'url': 'https://www.semanticscholar.org/author/1414844827', 'name': 'Adrian Zurita-Amores', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 0, 'hIndex': 0}]",b63861a6-ab0a-47a4-9f6c-accf03b5a180,2019
56717528,"[{'authorId': '2060592369', 'url': 'https://www.semanticscholar.org/author/2060592369', 'name': 'Tim Kelley', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 12, 'hIndex': 1}, {'authorId': '1716352', 'url': 'https://www.semanticscholar.org/author/1716352', 'name': 'Eoghan Furey', 'affiliations': [], 'homepage': None, 'paperCount': 39, 'citationCount': 435, 'hIndex': 10}]",a04aa735-dc34-4b29-a70b-2cc395c25173,2018
160011378,"[{'authorId': '1410752027', 'url': 'https://www.semanticscholar.org/author/1410752027', 'name': 'T. OConnor', 'affiliations': [], 'homepage': None, 'paperCount': 12, 'citationCount': 135, 'hIndex': 5}, {'authorId': '1716269', 'url': 'https://www.semanticscholar.org/author/1716269', 'name': 'W. Enck', 'affiliations': [], 'homepage': None, 'paperCount': 133, 'citationCount': 10557, 'hIndex': 34}, {'authorId': '2104872', 'url': 'https://www.semanticscholar.org/author/2104872', 'name': 'W. M. Petullo', 'affiliations': [], 'homepage': None, 'paperCount': 18, 'citationCount': 100, 'hIndex': 6}, {'authorId': '145949445', 'url': 'https://www.semanticscholar.org/author/145949445', 'name': 'Akash Verma', 'affiliations': [], 'homepage': None, 'paperCount': 48, 'citationCount': 145, 'hIndex': 7}]",932f8c16-64c0-4af8-a2d6-a549264c976f,2018
255594512,"[{'authorId': '4856437', 'url': 'https://www.semanticscholar.org/author/4856437', 'name': 'D. Gilbert', 'affiliations': [], 'homepage': None, 'paperCount': 238, 'citationCount': 8758, 'hIndex': 47}, {'authorId': '49768498', 'url': 'https://www.semanticscholar.org/author/49768498', 'name': 'J. Dubow', 'affiliations': [], 'homepage': None, 'paperCount': 91, 'citationCount': 890, 'hIndex': 12}, {'authorId': '2199930507', 'url': 'https://www.semanticscholar.org/author/2199930507', 'name': 'Timothy M Cunniff', 'affiliations': [], 'homepage': None, 'paperCount': 1, 'citationCount': 1, 'hIndex': 1}, {'authorId': '48057454', 'url': 'https://www.semanticscholar.org/author/48057454', 'name': 'S. Wanaski', 'affiliations': [], 'homepage': None, 'paperCount': 36, 'citationCount': 664, 'hIndex': 8}, {'authorId': '8343175', 'url': 'https://www.semanticscholar.org/author/8343175', 'name': 'S. Atkinson', 'affiliations': [], 'homepage': None, 'paperCount': 37, 'citationCount': 406, 'hIndex': 11}, {'authorId': '5760524', 'url': 'https://www.semanticscholar.org/author/5760524', 'name': 'A. Mahableshwarkar', 'affiliations': [], 'homepage': None, 'paperCount': 52, 'citationCount': 1697, 'hIndex': 20}]",02bf11d4-dd88-4e0e-b7c4-084d3fa17c2f,2023
250128503,"[{'authorId': '6140245', 'url': 'https://www.semanticscholar.org/author/6140245', 'name': 'Travis R Larsh', 'affiliations': [], 'homepage': None, 'paperCount': 17, 'citationCount': 34, 'hIndex': 3}, {'authorId': '2147134', 'url': 'https://www.semanticscholar.org/author/2147134', 'name': 'Steve W. Wu', 'affiliations': [], 'homepage': None, 'paperCount': 48, 'citationCount': 698, 'hIndex': 17}, {'authorId': '4856437', 'url': 'https://www.semanticscholar.org/author/4856437', 'name': 'D. Gilbert', 'affiliations': [], 'homepage': None, 'paperCount': 238, 'citationCount': 8758, 'hIndex': 47}]",69f81360-7402-42dc-8bfe-7e0ddd495b8b,2022
239013326,"[{'authorId': '8282602', 'url': 'https://www.semanticscholar.org/author/8282602', 'name': 'N. Szejko', 'affiliations': [], 'homepage': None, 'paperCount': 93, 'citationCount': 548, 'hIndex': 13}, {'authorId': '31710250', 'url': 'https://www.semanticscholar.org/author/31710250', 'name': 'Sally Robinson', 'affiliations': [], 'homepage': None, 'paperCount': 26, 'citationCount': 747, 'hIndex': 12}, {'authorId': '40382789', 'url': 'https://www.semanticscholar.org/author/40382789', 'name': 'A. Hartmann', 'affiliations': [], 'homepage': None, 'paperCount': 195, 'citationCount': 11038, 'hIndex': 50}, {'authorId': '4201657', 'url': 'https://www.semanticscholar.org/author/4201657', 'name': 'C. Ganos', 'affiliations': [], 'homepage': None, 'paperCount': 180, 'citationCount': 3597, 'hIndex': 36}, {'authorId': '8353797', 'url': 'https://www.semanticscholar.org/author/8353797', 'name': 'N. Debes', 'affiliations': [], 'homepage': None, 'paperCount': 68, 'citationCount': 658, 'hIndex': 16}, {'authorId': '4370414', 'url': 'https://www.semanticscholar.org/author/4370414', 'name': 'L. Skov', 'affiliations': [], 'homepage': None, 'paperCount': 121, 'citationCount': 2562, 'hIndex': 27}, {'authorId': '2055649602', 'url': 'https://www.semanticscholar.org/author/2055649602', 'name': 'Martina Haas', 'affiliations': [], 'homepage': None, 'paperCount': 11, 'citationCount': 71, 'hIndex': 5}, {'authorId': '1745836', 'url': 'https://www.semanticscholar.org/author/1745836', 'name': 'R. Rizzo', 'affiliations': [], 'homepage': None, 'paperCount': 216, 'citationCount': 5832, 'hIndex': 40}, {'authorId': '144116591', 'url': 'https://www.semanticscholar.org/author/144116591', 'name': 'J. Stern', 'affiliations': [], 'homepage': None, 'paperCount': 66, 'citationCount': 1767, 'hIndex': 20}, {'authorId': '3293762', 'url': 'https://www.semanticscholar.org/author/3293762', 'name': 'A. Münchau', 'affiliations': [], 'homepage': None, 'paperCount': 460, 'citationCount': 13859, 'hIndex': 65}, {'authorId': '2460314', 'url': 'https://www.semanticscholar.org/author/2460314', 'name': 'V. Czernecki', 'affiliations': [], 'homepage': None, 'paperCount': 66, 'citationCount': 5029, 'hIndex': 29}, {'authorId': '46731066', 'url': 'https://www.semanticscholar.org/author/46731066', 'name': 'A. Dietrich', 'affiliations': [], 'homepage': None, 'paperCount': 121, 'citationCount': 4141, 'hIndex': 24}, {'authorId': '47581413', 'url': 'https://www.semanticscholar.org/author/47581413', 'name': 'T. Murphy', 'affiliations': [], 'homepage': None, 'paperCount': 51, 'citationCount': 1557, 'hIndex': 17}, {'authorId': '2398619', 'url': 'https://www.semanticscholar.org/author/2398619', 'name': 'D. Martino', 'affiliations': [], 'homepage': None, 'paperCount': 261, 'citationCount': 6672, 'hIndex': 47}, {'authorId': '3785255', 'url': 'https://www.semanticscholar.org/author/3785255', 'name': 'Z. Tarnok', 'affiliations': [], 'homepage': None, 'paperCount': 62, 'citationCount': 2267, 'hIndex': 22}, {'authorId': '4732872', 'url': 'https://www.semanticscholar.org/author/4732872', 'name': 'T. Hedderly', 'affiliations': [], 'homepage': None, 'paperCount': 116, 'citationCount': 3199, 'hIndex': 28}, {'authorId': '1387459202', 'url': 'https://www.semanticscholar.org/author/1387459202', 'name': 'K. Müller‐Vahl', 'affiliations': [], 'homepage': None, 'paperCount': 224, 'citationCount': 7066, 'hIndex': 45}, {'authorId': '52225200', 'url': 'https://www.semanticscholar.org/author/52225200', 'name': 'D. Cath', 'affiliations': [], 'homepage': None, 'paperCount': 253, 'citationCount': 14023, 'hIndex': 59}]",7dbe09db-be44-4485-9711-8986e1c3bd6d,2021
237510271,"[{'authorId': '2063312517', 'url': 'https://www.semanticscholar.org/author/2063312517', 'name': 'K. Ueda', 'affiliations': [], 'homepage': None, 'paperCount': 43, 'citationCount': 92, 'hIndex': 6}, {'authorId': '2144552111', 'url': 'https://www.semanticscholar.org/author/2144552111', 'name': 'K. Black', 'affiliations': [], 'homepage': None, 'paperCount': 37, 'citationCount': 47, 'hIndex': 3}]",85fde20d-1999-472d-b2ac-8f44f59809fc,2021
252129288,"[{'authorId': '152928616', 'url': 'https://www.semanticscholar.org/author/152928616', 'name': 'C. Mueller', 'affiliations': [], 'homepage': None, 'paperCount': 115, 'citationCount': 3135, 'hIndex': 25}, {'authorId': '38063273', 'url': 'https://www.semanticscholar.org/author/38063273', 'name': 'G. Alexander', 'affiliations': [], 'homepage': None, 'paperCount': 143, 'citationCount': 1791, 'hIndex': 24}, {'authorId': '1492194278', 'url': 'https://www.semanticscholar.org/author/1492194278', 'name': 'M. Ersek', 'affiliations': [], 'homepage': None, 'paperCount': 93, 'citationCount': 1176, 'hIndex': 20}, {'authorId': '143619875', 'url': 'https://www.semanticscholar.org/author/143619875', 'name': 'B. Ferrell', 'affiliations': [], 'homepage': None, 'paperCount': 572, 'citationCount': 18910, 'hIndex': 70}, {'authorId': '33624670', 'url': 'https://www.semanticscholar.org/author/33624670', 'name': 'M. Rantz', 'affiliations': [], 'homepage': None, 'paperCount': 324, 'citationCount': 10338, 'hIndex': 52}, {'authorId': '3392731', 'url': 'https://www.semanticscholar.org/author/3392731', 'name': 'Jasmine L. Travers', 'affiliations': [], 'homepage': None, 'paperCount': 92, 'citationCount': 1439, 'hIndex': 18}]",5a4315f2-7985-483e-a8a3-0f513afa190c,2023
