paper,topic,fake
257392723,Data Querying,1
257392723,Data Modeling,1
257392723,Indexing,1
257392724,Data Management,1
257392725,Data Processing,1
257392725,Data Modeling,1
257392725,Data Modeling,1
257392725,Data Storage,1
257392726,,1
257392727,,1
257392728,,1
257392729,,1
257392730,Data Management,1
257392731,,1
257392732,Data Querying,1
257392733,Indexing,1
257392733,Data Querying,1
257392733,Data Storage,1
257392733,Data Management,1
257392734,Data Management,1
257392735,Data Processing,1
257392735,Data Modeling,1
257392735,Data Modeling,1
257392735,Indexing,1
257392736,,1
257392737,Data Management,1
257392738,,1
257392739,,1
257392740,,1
257392741,,1
257392742,,1
257392743,,1
257392744,,1
257392745,Indexing,1
257392746,Big Data,1
257392746,Indexing,1
257392746,Data Storage,1
257392747,Data Modeling,1
257392747,Data Modeling,1
257392747,Data Storage,1
257392747,Data Modeling,1
257392747,Indexing,1
257392747,Data Processing,1
257392748,Big Data,1
257392749,,1
257392750,,1
257392751,Data Management,1
257392751,Data Processing,1
257392751,Data Storage,1
257392751,Data Management,1
257392751,Indexing,1
257392751,Data Processing,1
257392752,Data Management,1
257392752,Indexing,1
257392752,Data Storage,1
257392752,Data Modeling,1
257392752,Data Modeling,1
257392753,,1
257392754,Data Querying,1
257392755,Data Querying,1
257392755,Data Querying,1
257392756,,1
257392757,,1
257392758,,1
257392759,Data Querying,1
257392759,Data Management,1
257392759,Data Modeling,1
257392759,Data Management,1
257392759,Data Management,1
257392759,Data Modeling,1
257392760,,1
257392761,Data Management,1
257392761,Data Storage,1
257392761,Data Management,1
257392761,Data Querying,1
257392762,,1
257392763,Data Processing,1
257392763,Data Management,1
257392764,,1
257392765,,1
257392766,Indexing,1
257392766,Data Management,1
257392766,Big Data,1
257392766,Data Modeling,1
257392766,Data Management,1
257392767,,1
257392768,Data Management,1
257392768,Data Storage,1
257392768,Indexing,1
257392769,Data Storage,1
257392769,Data Modeling,1
257392769,Indexing,1
257392769,Data Modeling,1
257392769,Data Processing,1
257392770,,1
257392771,,1
257392772,Data Modeling,1
257392773,Big Data,1
257392773,Data Modeling,1
257392773,Data Processing,1
257392773,Data Storage,1
257392773,Indexing,1
257392774,,1
257392775,Big Data,1
257392775,Indexing,1
257392775,Data Querying,1
257392775,Data Processing,1
257392775,Data Storage,1
257392775,Data Storage,1
257392776,Data Processing,1
257392776,Data Management,1
257392776,Indexing,1
257392776,Data Management,1
257392777,,1
257392778,Data Querying,1
257392779,,1
257392780,,1
257392781,,1
257392782,,1
257392783,Indexing,1
257392784,,1
257392785,,1
257392786,,1
257392787,,1
257392788,,1
257392789,Data Modeling,1
257392790,Data Storage,1
257392790,Data Management,1
257392790,Data Querying,1
257392790,Big Data,1
257392791,,1
257392792,Data Modeling,1
257392792,Data Modeling,1
257392792,Data Modeling,1
257392792,Data Querying,1
257392792,Data Storage,1
257392792,Big Data,1
257392793,Data Processing,1
257392794,Data Management,1
257392794,Data Management,1
257392794,Big Data,1
257392795,,1
257392796,,1
257392797,,1
257392798,,1
257392799,Data Storage,1
257392800,Data Management,1
257392800,Indexing,1
257392800,Data Management,1
257392800,Data Processing,1
257392801,,1
257392802,,1
257392803,Data Querying,1
257392804,,1
257392805,,1
257392806,,1
257392807,,1
257392808,,1
257392809,Data Processing,1
257392809,Data Storage,1
257392810,,1
257392811,,1
257392812,Data Querying,1
257392812,Data Modeling,1
257392812,Data Modeling,1
257392812,Big Data,1
257392813,Indexing,1
257392813,Data Modeling,1
257392814,,1
257392815,,1
257392816,,1
257392817,Data Storage,1
257392817,Big Data,1
257392817,Data Querying,1
257392817,Data Management,1
257392817,Data Management,1
257392818,Big Data,1
257392818,Data Management,1
257392818,Data Processing,1
257392818,Indexing,1
257392818,Indexing,1
257392818,Data Management,1
257392819,Data Querying,1
257392819,Data Modeling,1
257392819,Indexing,1
257392819,Data Storage,1
257392819,Data Processing,1
257392820,Data Querying,1
257392821,Data Management,1
257392821,Data Processing,1
257392821,Big Data,1
257392822,,1
257392823,Data Management,1
257392823,Big Data,1
257392823,Data Storage,1
257392823,Data Management,1
257392823,Big Data,1
257392824,,1
257392825,Data Storage,1
257392825,Data Storage,1
257392826,,1
257392827,Data Processing,1
257392827,Data Storage,1
257392827,Data Storage,1
257392827,Data Querying,1
257392827,Data Management,1
257392828,,1
257392829,,1
257392830,Data Storage,1
257392831,Data Management,1
257392831,Data Management,1
257392831,Data Querying,1
257392832,,1
257392833,,1
257392834,,1
257392835,Big Data,1
257392835,Indexing,1
257392835,Data Querying,1
257392835,Indexing,1
257392836,,1
257392837,Big Data,1
257392838,Data Management,1
257392838,Data Management,1
257392838,Data Querying,1
257392839,Data Management,1
257392839,Data Querying,1
257392839,Data Processing,1
257392839,Big Data,1
257392839,Data Storage,1
257392840,Data Storage,1
257392841,Data Modeling,1
257392842,Data Processing,1
257392842,Data Management,1
257392842,Data Storage,1
257392842,Data Storage,1
257392842,Big Data,1
257392842,Data Processing,1
257392843,Data Processing,1
257392843,Data Processing,1
257392843,Big Data,1
257392843,Data Storage,1
257392843,Big Data,1
257392844,Big Data,1
257392845,Indexing,1
257392845,Data Querying,1
257392846,Data Modeling,1
257392847,Data Management,1
257392847,Data Modeling,1
257392847,Data Querying,1
257392847,Data Querying,1
257392847,Indexing,1
257392847,Data Processing,1
257392848,Data Querying,1
257392848,Data Processing,1
257392848,Data Modeling,1
257392849,Big Data,1
257392850,Big Data,1
257392850,Indexing,1
257392851,Data Querying,1
257392851,Data Processing,1
257392851,Data Management,1
257392851,Data Modeling,1
257392851,Data Querying,1
257392851,Data Querying,1
257392852,,1
257392853,Data Modeling,1
257392853,Data Processing,1
257392853,Indexing,1
257392854,,1
257392855,,1
257392856,Data Querying,1
257392857,Data Querying,1
257392857,Data Management,1
257392857,Data Storage,1
257392857,Data Management,1
257392857,Data Processing,1
257392857,Data Storage,1
257392858,,1
257392859,,1
257392860,Big Data,1
257392860,Big Data,1
257392860,Data Storage,1
257392860,Data Processing,1
257392860,Data Management,1
257392860,Data Storage,1
257392861,Data Processing,1
257392862,Indexing,1
257392863,,1
257392864,,1
257392865,,1
257392866,,1
257392867,Data Processing,1
257392867,Data Modeling,1
257392868,Data Querying,1
257392869,,1
257392870,Big Data,1
257392871,,1
257392872,,1
257392873,,1
257392874,Data Querying,1
257392875,Big Data,1
257392875,Big Data,1
257392876,Data Querying,1
257392877,,1
257392878,,1
257392879,Indexing,1
257392879,Data Management,1
257392880,Data Storage,1
257392880,Data Querying,1
257392881,Data Management,1
257392881,Data Storage,1
257392881,Big Data,1
257392882,Data Querying,1
257392883,Data Management,1
257392883,Big Data,1
257392883,Data Management,1
257392883,Data Processing,1
257392883,Data Management,1
257392884,,1
257392885,Indexing,1
257392886,Data Modeling,1
257392887,Data Processing,1
257392888,,1
257392889,Data Storage,1
257392890,,1
257392891,,1
257392892,,1
257392893,Data Querying,1
257392893,Data Storage,1
257392893,Data Processing,1
257392893,Data Management,1
257392893,Big Data,1
257392893,Big Data,1
257392894,,1
257392895,,1
257392896,,1
257392897,,1
257392898,,1
257392899,,1
257392900,,1
257392901,,1
257392902,Data Querying,1
257392902,Data Querying,1
257392902,Big Data,1
257392902,Data Modeling,1
257392903,,1
257392904,Data Management,1
257392904,Data Storage,1
257392904,Data Storage,1
257392904,Data Processing,1
257392904,Data Management,1
257392905,,1
257392906,Indexing,1
257392907,Big Data,1
257392907,Big Data,1
257392908,Data Modeling,1
257392909,,1
257392910,,1
257392911,,1
257392912,,1
257392913,Indexing,1
257392914,Data Management,1
257392914,Data Storage,1
257392914,Indexing,1
257392915,Data Processing,1
257392915,Data Modeling,1
257392915,Data Modeling,1
257392915,Indexing,1
257392915,Data Storage,1
257392915,Data Processing,1
257392916,,1
257392917,,1
257392918,Data Querying,1
257392918,Data Management,1
257392918,Data Management,1
257392919,Data Modeling,1
257392919,Data Modeling,1
257392919,Data Processing,1
257392919,Indexing,1
257392919,Indexing,1
257392920,,1
257392921,,1
257392922,,1
257392923,,1
257392924,Data Management,1
257392924,Data Querying,1
257392924,Data Management,1
257392924,Data Processing,1
257392924,Data Modeling,1
257392925,Big Data,1
257392926,Data Processing,1
257392927,Data Querying,1
257392927,Indexing,1
257392927,Data Querying,1
257392927,Data Processing,1
257392928,,1
257392929,,1
257392930,Data Storage,1
257392930,Data Querying,1
257392930,Data Storage,1
257392930,Data Processing,1
257392930,Data Management,1
257392930,Data Storage,1
257392931,Data Modeling,1
257392931,Indexing,1
257392931,Data Processing,1
257392931,Data Modeling,1
257392931,Data Querying,1
257392932,Data Processing,1
257392932,Big Data,1
257392932,Big Data,1
257392933,Big Data,1
257392933,Indexing,1
257392934,,1
257392935,,1
257392936,,1
257392937,,1
257392938,Indexing,1
257392938,Data Processing,1
257392938,Indexing,1
257392939,Data Management,1
257392940,,1
257392941,Data Modeling,1
257392941,Data Processing,1
257392942,Data Processing,1
257392942,Data Storage,1
257392943,Data Querying,1
257392944,,1
257392945,Data Processing,1
257392946,Data Management,1
257392947,Data Storage,1
257392948,,1
257392949,,1
257392950,Data Storage,1
257392951,Data Querying,1
257392951,Data Management,1
257392951,Data Querying,1
257392952,,1
257392953,Data Processing,1
257392953,Indexing,1
257392953,Big Data,1
257392954,Big Data,1
257392955,Data Processing,1
257392956,Data Storage,1
257392956,Data Processing,1
257392956,Data Processing,1
257392956,Data Management,1
257392956,Data Storage,1
257392957,,1
257392958,Data Modeling,1
257392959,Data Processing,1
257392959,Data Querying,1
257392959,Data Modeling,1
257392960,,1
257392961,,1
257392962,Data Management,1
257392963,Data Processing,1
257392964,,1
257392965,,1
257392966,,1
257392967,,1
257392968,Data Modeling,1
257392969,,1
257392970,Data Management,1
257392970,Data Modeling,1
257392970,Indexing,1
257392970,Data Management,1
257392970,Data Storage,1
257392970,Indexing,1
257392971,,1
257392972,Indexing,1
257392973,Data Modeling,1
257392974,Data Management,1
257392975,Data Storage,1
257392975,Data Processing,1
257392976,,1
257392977,,1
257392978,Data Management,1
257392978,Indexing,1
257392979,Data Querying,1
257392979,Data Querying,1
257392980,,1
257392981,,1
257392982,,1
257392983,Data Management,1
257392983,Data Management,1
257392983,Big Data,1
257392983,Data Querying,1
257392984,,1
257392985,,1
257392986,Indexing,1
257392986,Data Management,1
257392987,Big Data,1
257392988,Data Management,1
257392988,Data Management,1
257392988,Data Processing,1
257392989,Data Storage,1
257392990,,1
257392991,,1
257392992,Indexing,1
257392992,Big Data,1
257392993,Indexing,1
257392993,Data Querying,1
257392993,Data Storage,1
257392993,Data Management,1
257392994,,1
257392995,Data Storage,1
257392995,Data Modeling,1
257392995,Big Data,1
257392996,,1
257392997,Big Data,1
257392997,Data Modeling,1
257392997,Data Storage,1
257392997,Indexing,1
257392997,Data Storage,1
257392997,Data Modeling,1
257392998,Data Processing,1
257392999,,1
257393000,Data Processing,1
257393000,Big Data,1
257393001,,1
257393002,Big Data,1
257393002,Data Modeling,1
257393003,,1
257393004,Data Management,1
257393004,Big Data,1
257393004,Big Data,1
257393004,Data Storage,1
257393004,Data Management,1
257393004,Data Processing,1
257393005,,1
257393006,,1
257393007,Data Processing,1
257393007,Data Processing,1
257393007,Data Modeling,1
257393007,Data Storage,1
257393007,Indexing,1
257393008,Data Modeling,1
257393009,Data Querying,1
257393009,Indexing,1
257393009,Data Management,1
257393009,Data Processing,1
257393009,Indexing,1
257393009,Data Management,1
257393010,Data Modeling,1
257393010,Data Modeling,1
257393011,,1
257393012,Big Data,1
257393013,Data Modeling,1
257393013,Data Storage,1
257393014,,1
257393015,,1
257393016,,1
257393017,Data Management,1
257393018,,1
257393019,,1
257393020,,1
257393021,Data Storage,1
257393021,Data Storage,1
257393021,Data Querying,1
257393021,Data Storage,1
257393021,Data Modeling,1
257393021,Data Storage,1
257393022,Data Management,1
257393022,Big Data,1
257393023,,1
257393024,Indexing,1
257393024,Data Storage,1
257393024,Indexing,1
257393025,,1
257393026,Big Data,1
257393026,Data Modeling,1
257393026,Indexing,1
257393027,,1
257393028,,1
257393029,Data Storage,1
257393030,,1
257393031,,1
257393032,,1
257393033,Big Data,1
257393034,,1
257393035,,1
257393036,Data Processing,1
257393036,Data Modeling,1
257393036,Data Storage,1
257393037,,1
257393038,,1
257393039,,1
257393040,Data Storage,1
257393040,Data Querying,1
257393040,Data Querying,1
257393041,Indexing,1
257393042,,1
257393043,,1
257393044,Data Management,1
257393045,Data Management,1
257393045,Indexing,1
257393046,Data Querying,1
257393047,,1
257393048,,1
257393049,Indexing,1
257393049,Data Modeling,1
257393050,,1
257393051,,1
257393052,Data Processing,1
257393053,,1
257393054,,1
257393055,,1
257393056,,1
257393057,Indexing,1
257393058,Data Storage,1
257393058,Data Storage,1
257393058,Data Storage,1
257393058,Indexing,1
257393058,Big Data,1
257393058,Data Management,1
257393059,Big Data,1
257393059,Data Processing,1
257393059,Data Management,1
257393059,Big Data,1
257393060,Data Management,1
257393060,Data Storage,1
257393060,Indexing,1
257393060,Data Storage,1
257393061,,1
257393062,Data Management,1
257393063,,1
257393064,,1
257393065,Data Storage,1
257393066,Data Management,1
257393066,Indexing,1
257393066,Data Modeling,1
257393066,Data Storage,1
257393066,Big Data,1
257393066,Data Querying,1
257393067,Data Modeling,1
257393067,Data Processing,1
257393068,,1
257393069,Data Management,1
257393070,Data Modeling,1
257393071,Data Storage,1
257393071,Data Processing,1
257393071,Data Management,1
257393072,Data Querying,1
257393072,Indexing,1
257393073,,1
257393074,,1
257393075,,1
257393076,Data Modeling,1
257393077,Data Processing,1
257393077,Big Data,1
257393077,Indexing,1
257393077,Big Data,1
257393078,Data Storage,1
257393078,Data Modeling,1
257393078,Data Processing,1
257393078,Indexing,1
257393078,Data Storage,1
257393078,Data Processing,1
257393079,Data Querying,1
257393079,Data Processing,1
257393079,Data Management,1
257393079,Data Processing,1
257393079,Data Management,1
257393080,,1
257393081,Data Processing,1
257393081,Data Querying,1
257393082,Indexing,1
257393083,Data Modeling,1
257393083,Data Processing,1
257393083,Data Modeling,1
257393083,Data Querying,1
257393083,Data Processing,1
257393084,Data Processing,1
257393084,Data Management,1
257393085,Data Storage,1
257393086,,1
257393087,Data Modeling,1
257393087,Data Querying,1
257393088,Data Storage,1
257393089,,1
257393090,Data Modeling,1
257393090,Indexing,1
257393090,Indexing,1
257393090,Data Management,1
257393091,Data Storage,1
257393091,Indexing,1
257393091,Data Storage,1
257393091,Data Modeling,1
257393091,Data Querying,1
257393092,,1
257393093,Big Data,1
257393094,,1
257393095,Data Storage,1
257393096,,1
257393097,Indexing,1
257393097,Data Processing,1
257393097,Data Processing,1
257393097,Indexing,1
257393097,Data Management,1
257393098,,1
257393099,,1
257393100,Data Storage,1
257393101,,1
257393102,,1
257393103,Data Management,1
257393104,Data Querying,1
257393104,Data Querying,1
257393105,,1
257393106,Data Querying,1
257393106,Data Modeling,1
257393107,Data Modeling,1
257393107,Big Data,1
257393107,Indexing,1
257393107,Data Querying,1
257393107,Indexing,1
257393107,Data Modeling,1
257393108,Data Processing,1
257393109,Data Management,1
257393109,Data Management,1
257393109,Data Storage,1
257393110,Data Modeling,1
257393110,Big Data,1
257393111,Data Management,1
257393111,Indexing,1
257393111,Data Storage,1
257393111,Data Querying,1
257393111,Data Management,1
257393111,Indexing,1
257393112,,1
257393113,Data Modeling,1
257393113,Data Storage,1
257393113,Big Data,1
257393113,Data Storage,1
257393113,Data Modeling,1
257393113,Data Management,1
257393114,,1
257393115,Data Storage,1
257393115,Data Modeling,1
257393116,,1
257393117,Data Management,1
257393117,Data Management,1
257393117,Data Modeling,1
257393117,Indexing,1
257393117,Data Management,1
257393117,Data Processing,1
257393118,Data Storage,1
257393119,Data Processing,1
257393120,Data Modeling,1
257393120,Data Processing,1
257393121,Indexing,1
257393121,Indexing,1
257393122,Data Processing,1
257393123,Data Storage,1
257393124,Data Management,1
257393124,Indexing,1
257393124,Big Data,1
257393124,Indexing,1
257393124,Data Querying,1
257393124,Data Management,1
257393125,,1
257393126,Data Modeling,1
257393127,,1
257393128,,1
257393129,,1
257393130,,1
257393131,Data Modeling,1
257393131,Data Processing,1
257393132,Data Processing,1
257393133,Data Management,1
257393134,Indexing,1
257393135,Indexing,1
257393136,,1
257393137,Data Querying,1
257393138,Data Querying,1
257393138,Data Management,1
257393139,Data Management,1
257393140,Data Processing,1
257393141,,1
257393142,,1
257393143,,1
257393144,,1
257393145,Data Management,1
257393145,Data Processing,1
257393145,Big Data,1
257393145,Data Modeling,1
257393146,Indexing,1
257393146,Data Modeling,1
257393146,Data Storage,1
257393146,Data Management,1
257393146,Data Management,1
257393146,Data Modeling,1
257393147,Data Management,1
257393147,Data Management,1
257393147,Data Management,1
257393147,Data Modeling,1
257393147,Data Management,1
257393147,Big Data,1
257393148,Indexing,1
257393149,,1
257393150,Data Processing,1
257393150,Data Processing,1
257393150,Indexing,1
257393150,Big Data,1
257393150,Data Modeling,1
257393150,Data Processing,1
257393151,Indexing,1
257393151,Big Data,1
257393151,Indexing,1
257393151,Data Processing,1
257393152,,1
257393153,,1
257393154,Data Processing,1
257393154,Data Querying,1
257393155,Data Processing,1
257393155,Big Data,1
257393155,Data Processing,1
257393156,,1
257393157,Big Data,1
257393157,Data Storage,1
257393158,,1
257393159,Data Management,1
257393160,Data Management,1
257393161,,1
257393162,Data Modeling,1
257393163,,1
257393164,Data Querying,1
257393164,Data Storage,1
257393164,Data Processing,1
257393164,Data Storage,1
257393164,Data Modeling,1
257393165,,1
257393166,,1
257393167,Data Querying,1
257393168,Data Storage,1
257393168,Data Storage,1
257393169,,1
257393170,Big Data,1
257393170,Indexing,1
257393170,Data Querying,1
257393170,Big Data,1
257393171,,1
257393172,Data Management,1
257393172,Data Modeling,1
257393173,Data Modeling,1
257393173,Data Querying,1
257393173,Data Querying,1
257393174,,1
257393175,Data Modeling,1
257393175,Data Processing,1
257393175,Big Data,1
257393175,Data Querying,1
257393176,,1
257393177,,1
257393178,Data Management,1
257393178,Data Querying,1
257393179,Data Modeling,1
257393179,Data Storage,1
257393179,Indexing,1
257393179,Indexing,1
257393180,Data Storage,1
257393181,,1
257393182,Data Querying,1
257393183,,1
257393184,,1
257393185,,1
257393186,Data Modeling,1
257393186,Data Querying,1
257393187,,1
257393188,Data Storage,1
257393189,,1
257393190,,1
257393191,Data Management,1
257393191,Data Storage,1
257393192,,1
257393193,,1
257393194,Big Data,1
257393195,Data Modeling,1
257393195,Indexing,1
257393195,Big Data,1
257393195,Data Modeling,1
257393195,Data Modeling,1
257393195,Indexing,1
257393196,,1
257393197,,1
257393198,Indexing,1
257393199,,1
257393200,Data Processing,1
257393201,Data Querying,1
257393202,Data Storage,1
257393203,Data Querying,1
257393204,,1
257393205,,1
257393206,Data Querying,1
257393206,Indexing,1
257393206,Data Querying,1
257393207,Big Data,1
257393207,Data Management,1
257393207,Data Modeling,1
257393207,Data Querying,1
257393208,Data Querying,1
257393209,Data Modeling,1
257393210,,1
257393211,,1
257393212,,1
257393213,Data Modeling,1
257393213,Data Modeling,1
257393214,Data Modeling,1
257393214,Data Modeling,1
257393214,Data Management,1
257393215,,1
257393216,,1
257393217,,1
257393218,Data Storage,1
257393219,,1
257393220,,1
257393221,Data Storage,1
257393222,,1
257393223,Data Storage,1
257393223,Data Processing,1
257393223,Data Modeling,1
257393224,Big Data,1
257393225,Data Modeling,1
257393225,Data Storage,1
257393225,Data Querying,1
257393225,Data Querying,1
257393226,Data Storage,1
257393226,Data Querying,1
257393227,,1
257393228,,1
257393229,,1
257393230,,1
257393231,,1
257393232,Indexing,1
257393232,Big Data,1
257393232,Data Storage,1
257393232,Data Management,1
257393232,Indexing,1
257393232,Data Querying,1
257393233,Big Data,1
257393234,Data Management,1
257393234,Indexing,1
257393235,Indexing,1
257393235,Data Processing,1
257393235,Indexing,1
257393235,Indexing,1
257393235,Big Data,1
257393235,Data Modeling,1
257393236,Big Data,1
257393236,Data Modeling,1
257393237,,1
257393238,,1
257393239,Data Querying,1
257393240,,1
257393241,Data Querying,1
257393242,,1
257393243,,1
257393244,,1
257393245,,1
257393246,,1
257393247,Big Data,1
257393247,Big Data,1
257393247,Data Processing,1
257393248,,1
257393249,,1
257393250,Data Processing,1
257393251,Data Processing,1
257393251,Big Data,1
257393251,Data Querying,1
257393251,Data Modeling,1
257393252,,1
257393253,Big Data,1
257393253,Data Storage,1
257393253,Indexing,1
257393253,Data Querying,1
257393254,,1
257393255,Data Processing,1
257393256,Data Management,1
257393256,Data Modeling,1
257393256,Big Data,1
257393257,Indexing,1
257393257,Data Management,1
257393258,Indexing,1
257393258,Data Management,1
257393259,Data Modeling,1
257393260,Big Data,1
257393261,,1
257393262,,1
257393263,Data Processing,1
257393263,Data Processing,1
257393264,Data Modeling,1
257393264,Data Modeling,1
257393264,Data Storage,1
257393265,Data Modeling,1
257393265,Indexing,1
257393266,Big Data,1
257393266,Data Management,1
257393267,Data Modeling,1
257393267,Data Querying,1
257393268,Big Data,1
257393269,Indexing,1
257393269,Data Management,1
257393270,Indexing,1
257393270,Data Management,1
257393270,Data Modeling,1
257393270,Data Storage,1
257393270,Data Processing,1
257393271,,1
257393272,,1
257393273,Data Modeling,1
257393273,Data Storage,1
257393273,Big Data,1
257393273,Big Data,1
257393273,Data Modeling,1
257393273,Data Processing,1
257393274,,1
257393275,,1
257393276,Data Storage,1
257393276,Big Data,1
257393277,,1
257393278,Data Processing,1
257393278,Data Management,1
257393278,Indexing,1
257393278,Indexing,1
257393278,Data Storage,1
257393278,Data Processing,1
257393279,Data Storage,1
257393279,Indexing,1
257393279,Big Data,1
257393279,Data Querying,1
257393280,Indexing,1
257393280,Data Modeling,1
257393281,,1
257393282,,1
257393283,,1
257393284,,1
257393285,Data Processing,1
257393286,Big Data,1
257393286,Data Management,1
257393286,Data Querying,1
257393286,Indexing,1
257393286,Data Querying,1
257393286,Data Storage,1
257393287,Data Querying,1
257393287,Data Processing,1
257393287,Indexing,1
257393287,Data Storage,1
257393288,Data Modeling,1
257393288,Big Data,1
257393289,Big Data,1
257393290,,1
257393291,,1
257393292,,1
257393293,Data Querying,1
257393293,Big Data,1
257393294,,1
257393295,Data Processing,1
257393296,,1
257393297,,1
257393298,Data Querying,1
257393299,Big Data,1
257393299,Big Data,1
257393299,Data Querying,1
257393299,Data Querying,1
257393300,,1
257393301,,1
257393302,,1
257393303,,1
257393304,Big Data,1
257393305,Data Management,1
257393306,,1
257393307,Data Processing,1
257393308,Data Storage,1
257393309,,1
257393310,Data Storage,1
257393311,,1
257393312,,1
257393313,,1
257393314,Data Modeling,1
257393314,Data Querying,1
257393314,Data Management,1
257393314,Indexing,1
257393315,,1
257393316,,1
257393317,Data Querying,1
257393317,Data Querying,1
257393317,Big Data,1
257393317,Indexing,1
257393318,,1
257393319,,1
257393320,,1
257393321,,1
257393322,,1
257393323,Data Processing,1
257393324,,1
257393325,,1
257393326,Data Storage,1
257393326,Big Data,1
257393327,Data Management,1
257393327,Data Management,1
257393328,,1
257393329,Data Processing,1
257393329,Data Management,1
257393330,Data Processing,1
257393331,,1
257393332,Data Modeling,1
257393332,Data Modeling,1
257393333,Data Modeling,1
257393333,Data Modeling,1
257393333,Data Querying,1
257393333,Indexing,1
257393333,Big Data,1
257393333,Data Processing,1
257393334,,1
257393335,Indexing,1
257393335,Indexing,1
257393336,,1
257393337,Data Management,1
257393337,Data Modeling,1
257393338,,1
257393339,Data Modeling,1
257393340,Data Modeling,1
257393341,Data Querying,1
257393342,,1
257393343,,1
257393344,Data Management,1
257393344,Big Data,1
257393344,Indexing,1
257393344,Data Storage,1
257393345,,1
257393346,,1
257393347,Data Storage,1
257393347,Data Modeling,1
257393347,Data Processing,1
257393347,Data Processing,1
257393347,Data Modeling,1
257393347,Indexing,1
257393348,Big Data,1
257393348,Data Modeling,1
257393348,Indexing,1
257393349,Data Processing,1
257393349,Data Querying,1
257393350,,1
257393351,,1
257393352,,1
257393353,Data Querying,1
257393353,Data Management,1
257393353,Indexing,1
257393353,Data Management,1
257393353,Data Modeling,1
257393354,,1
257393355,Big Data,1
257393356,,1
257393357,,1
257393358,,1
257393359,Indexing,1
257393359,Data Storage,1
257393360,,1
257393361,,1
257393362,,1
257393363,,1
257393364,,1
257393365,Data Processing,1
257393365,Big Data,1
257393365,Indexing,1
257393366,,1
257393367,Indexing,1
257393367,Indexing,1
257393367,Big Data,1
257393368,Data Storage,1
257393368,Data Modeling,1
257393368,Data Storage,1
257393368,Data Modeling,1
257393368,Indexing,1
257393369,,1
257393370,Indexing,1
257393370,Data Management,1
257393370,Data Storage,1
257393370,Data Modeling,1
257393370,Data Modeling,1
257393370,Data Management,1
257393371,Indexing,1
257393371,Big Data,1
257393371,Data Processing,1
257393371,Data Management,1
257393372,Data Querying,1
257393373,Data Processing,1
257393373,Data Management,1
257393373,Data Querying,1
257393374,Data Storage,1
257393374,Indexing,1
257393374,Data Processing,1
257393374,Big Data,1
257393375,Big Data,1
257393376,,1
257393377,Data Storage,1
257393377,Data Management,1
257393377,Data Modeling,1
257393377,Data Management,1
257393377,Data Management,1
257393377,Data Management,1
257393378,,1
257393379,,1
257393380,Data Management,1
257393381,Data Management,1
257393381,Data Querying,1
257393381,Indexing,1
257393381,Data Querying,1
257393382,Data Querying,1
257393382,Data Management,1
257393383,,1
257393384,,1
257393385,Data Modeling,1
257393385,Big Data,1
257393386,,1
257393387,,1
257393388,Data Processing,1
257393389,Indexing,1
257393390,,1
257393391,Data Modeling,1
257393391,Data Processing,1
257393392,,1
257393393,Data Modeling,1
257393393,Data Processing,1
257393394,,1
257393395,,1
257393396,Data Management,1
257393396,Big Data,1
257393396,Data Management,1
257393397,Data Processing,1
257393397,Data Storage,1
257393397,Data Storage,1
257393397,Data Processing,1
257393398,Data Processing,1
257393399,,1
257393400,Data Management,1
257393400,Data Querying,1
257393400,Data Modeling,1
257393401,,1
257393402,Indexing,1
257393403,,1
257393404,,1
257393405,Big Data,1
257393406,Data Modeling,1
257393406,Big Data,1
257393406,Data Modeling,1
257393406,Data Modeling,1
257393407,,1
257393408,,1
257393409,Data Storage,1
257393410,,1
257393411,,1
257393412,,1
257393413,Data Storage,1
257393414,,1
257393415,,1
257393416,Big Data,1
257393417,,1
257393418,Data Querying,1
257393419,Data Querying,1
257393420,Indexing,1
257393420,Data Management,1
257393421,,1
257393422,,1
257393423,,1
257393424,Data Storage,1
257393424,Data Processing,1
257393424,Big Data,1
257393425,,1
257393426,,1
257393427,,1
257393428,Big Data,1
257393428,Data Querying,1
257393428,Data Storage,1
257393429,,1
257393430,,1
257393431,,1
257393432,,1
257393433,,1
257393434,Big Data,1
257393434,Big Data,1
257393434,Indexing,1
257393434,Data Management,1
257393435,Indexing,1
257393435,Data Management,1
257393436,,1
257393437,,1
257393438,,1
257393439,Data Querying,1
257393439,Data Modeling,1
257393440,,1
257393441,,1
257393442,,1
257393443,Data Management,1
257393443,Big Data,1
257393443,Big Data,1
257393443,Data Storage,1
257393443,Data Modeling,1
257393443,Data Modeling,1
257393444,,1
257393445,Data Querying,1
257393446,Data Processing,1
257393446,Data Modeling,1
257393447,,1
257393448,,1
257393449,Data Querying,1
257393450,,1
257393451,,1
257393452,,1
257393453,,1
257393454,Indexing,1
257393454,Indexing,1
257393454,Data Querying,1
257393455,,1
257393456,Data Querying,1
257393456,Indexing,1
257393457,Data Processing,1
257393458,,1
257393459,Indexing,1
257393460,,1
257393461,Data Querying,1
257393461,Big Data,1
257393461,Data Querying,1
257393461,Indexing,1
257393462,,1
257393463,,1
257393464,,1
257393465,,1
257393466,,1
257393467,,1
257393468,Data Management,1
257393469,Big Data,1
257393470,Data Storage,1
257393470,Data Querying,1
257393470,Data Modeling,1
257393470,Data Querying,1
257393470,Data Storage,1
257393470,Data Management,1
257393471,,1
257393472,Data Modeling,1
257393473,Data Management,1
257393473,Data Management,1
